COMMENT,ORIGINATOR,NORAD_CAT_ID,OBJECT_NAME,OBJECT_TYPE,CLASSIFICATION_TYPE,INTLDES,EPOCH,EPOCH_MICROSECONDS,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT,FILE,TLE_LINE0,TLE_LINE1,TLE_LINE2,OBJECT_ID,OBJECT_NUMBER,SEMIMAJOR_AXIS,PERIOD,APOGEE,PERIGEE
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39250","GONETS M 06","PAYLOAD","U","13048B","2016-01-10 00:04:45","155424","12.42907702","0.0017577","82.4821","199.5091","276.1917","83.7156","0","999","10559","0","1e-07","0","1978446","0 GONETS M 06","1 39250U 13048B   16010.00330041  .00000010  00000-0  00000+0 0  9994","2 39250  82.4821 199.5091 0017577 276.1917  83.7156 12.42907702105594","2013-048B","39250","7872.438","115.857","1508.140","1480.465"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","32953","YUBELEINY","PAYLOAD","U","08025A","2016-01-10 00:04:46","569792","12.43066318","0.0019002","82.5017","205.6252","350.9825","9.0911","0","999","34630","-1.362e-08","1e-07","0","1978433","0 YUBELEINY","1 32953U 08025A   16010.00331678  .00000010  00000-0 -13620-7 0  9994","2 32953  82.5017 205.6252 0019002 350.9825   9.0911 12.43066318346303","2008-025A","32953","7871.768","115.842","1508.591","1478.675"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","32711","NAVSTAR 62 (USA 201)","PAYLOAD","U","08012A","2016-01-10 00:05:02","341248","2.0056282","0.0091261","55.4593","302.7202","207.8817","151.6537","0","999","5732","0","-3.4e-07","0","1978616","0 NAVSTAR 62 (USA 201)","1 32711U 08012A   16010.00349932 -.00000034  00000-0  00000+0 0  9990","2 32711  55.4593 302.7202 0091261 207.8817 151.6537  2.00562820 57325","2008-012A","32711","26560.417","717.979","20424.675","19939.889"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27848","CUBESAT XI 4","PAYLOAD","U","03031J","2016-01-10 00:05:06","625824","14.21532479","0.001063","98.7039","20.5844","73.2677","286.9666","0","999","64972","6.6578e-05","1.02e-06","0","1978407","0 CUBESAT XI 4","1 27848U 03031J   16010.00354891  .00000102  00000-0  66578-4 0  9993","2 27848  98.7039  20.5844 0010630  73.2677 286.9666 14.21532479649721","2003-031J","27848","7198.311","101.299","827.828","812.524"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40310","YAOGAN 24","PAYLOAD","U","14072A","2016-01-10 00:06:21","735936","14.76874274","0.0016493","97.9505","130.1992","323.6513","36.3559","0","999","6134","4.542e-05","2.68e-06","0","1978357","0 YAOGAN 24","1 40310U 14072A   16010.00441824  .00000268  00000-0  45420-4 0  9998","2 40310  97.9505 130.1992 0016493 323.6513  36.3559 14.76874274 61341","2014-072A","40310","7017.344","97.503","650.783","627.636"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","37154","COSMOS 2468","PAYLOAD","U","10043C","2016-01-10 00:06:22","863456","12.43619993","0.0015182","82.4627","288.2118","345.3182","14.7448","0","999","24219","0.0001297","2.8e-07","0","1978468","0 COSMOS 2468","1 37154U 10043C   16010.00443129  .00000028  00000-0  12970-3 0  9991","2 37154  82.4627 288.2118 0015182 345.3182  14.7448 12.43619993242197","2010-043C","37154","7869.431","115.790","1503.244","1479.349"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","13767","COSMOS 1435","PAYLOAD","U","83002G","2016-01-10 00:06:30","496032","12.5565677","0.0034139","74.0214","185.1492","181.7843","344.1274","0","999","51166","-2.0561e-05","-2e-07","0","1978463","0 COSMOS 1435","1 13767U 83002G   16010.00451963 -.00000020  00000-0 -20561-4 0  9995","2 13767  74.0214 185.1492 0034139 181.7843 344.1274 12.55656770511664","1983-002G","13767","7819.060","114.681","1467.618","1414.231"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","28909","GONETS D1M 1","PAYLOAD","U","05048B","2016-01-10 00:07:01","41888","12.55149609","0.0007329","82.4668","225.7287","26.1603","333.9855","0","999","46053","0.00030681","6e-07","0","1978423","0 GONETS D1M 1","1 28909U 05048B   16010.00487317  .00000060  00000-0  30681-3 0  9990","2 28909  82.4668 225.7287 0007329  26.1603 333.9855 12.55149609460532","2005-048B","28909","7821.166","114.727","1448.763","1437.299"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","26643","CHINASAT 31 (BEIDOU 1B)","PAYLOAD","U","00082A","2016-01-10 00:07:51","405312","0.99251843","0.0080074","7.1426","52.5","354.7818","5.1349","0","999","5502","0","-2.05e-06","0","1978377","0 CHINASAT 31 (BEIDOU 1B)","1 26643U 00082A   16010.00545608 -.00000205  00000-0  00000+0 0  9994","2 26643   7.1426  52.5000 0080074 354.7818   5.1349  0.99251843 55025","2000-082A","26643","42453.104","1450.854","36414.908","35735.030"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","26643","CHINASAT 31 (BEIDOU 1B)","PAYLOAD","U","00082A","2016-01-10 00:07:51","402720","0.99251843","0.0080079","7.1427","52.5","354.7809","5.1358","0","999","1425","0","-2.05e-06","0","1979034","0 CHINASAT 31 (BEIDOU 1B)","1 26643U 00082A   16010.00545605 -.00000205 +00000-0 +00000-0 0  9992","2 26643 007.1427 052.5000 0080079 354.7809 005.1358 00.99251843014251","2000-082A","26643","42453.104","1450.854","36414.929","35735.009"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","26899","H-2A R/B","ROCKET BODY","U","01038B","2016-01-10 00:08:14","677152","2.46362816","0.7141316","28.1778","278.748","200.0976","103.3309","0","999","12354","0.00067257","2.965e-05","0","1978535","0 H-2A R/B","1 26899U 01038B   16010.00572543  .00002965  00000-0  67257-3 0  9992","2 26899  28.1778 278.7480 7141316 200.0976 103.3309  2.46362816123544","2001-038B","26899","23157.147","584.503","33316.263","241.761"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27058","GONETS D1 7","PAYLOAD","U","01058D","2016-01-10 00:08:38","793120","12.62012883","0.0003208","82.5354","126.7648","8.4545","351.6599","0","999","64654","8.6615e-06","1.2e-07","0","1978359","0 GONETS D1 7","1 27058U 01058D   16010.00600455  .00000012  00000-0  86615-5 0  9998","2 27058  82.5354 126.7648 0003208   8.4545 351.6599 12.62012883646540","2001-058D","27058","7792.784","114.103","1417.149","1412.149"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40278","BREEZE-M R/B","ROCKET BODY","U","14064B","2016-01-10 00:08:43","552896","0.95222457","0.0561159","0.0819","340.5131","241.3887","133.6592","0","999","425","0","-7.3e-07","0","1978569","0 BREEZE-M R/B","1 40278U 14064B   16010.00605964 -.00000073  00000-0  00000+0 0  9994","2 40278   0.0819 340.5131 0561159 241.3887 133.6592  0.95222457  4254","2014-064B","40278","43642.429","1512.248","39713.328","34815.260"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40278","BREEZE-M R/B","ROCKET BODY","U","14064B","2016-01-10 00:08:43","735200","0.9522244","0.0561137","0.0818","340.9358","240.9666","133.6588","0","999","423","0","-7.3e-07","0","1979034","0 BREEZE-M R/B","1 40278U 14064B   16010.00606175 -.00000073 +00000-0 +00000-0 0  9990","2 40278 000.0818 340.9358 0561137 240.9666 133.6588 00.95222440004239","2014-064B","40278","43642.434","1512.248","39713.238","34815.361"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","4251","DELTA 1 R/B","ROCKET BODY","U","69101B","2016-01-10 00:08:59","390016","4.52423783","0.564757","27.7306","124.6862","299.0127","16.2202","0","999","50475","0.00044469","1.169e-05","0","1978360","0 DELTA 1 R/B","1 04251U 69101B   16010.00624294  .00001169  00000-0  44469-3 0  9991","2 04251  27.7306 124.6862 5647570 299.0127  16.2202  4.52423783504754","1969-101B","4251","15442.047","318.285","17784.917","342.908"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","36591","CZ-3C R/B","ROCKET BODY","U","10024B","2016-01-10 00:09:19","132416","4.04741532","0.6042182","20.7309","6.2243","181.8707","174.0792","0","999","6392","0.00071956","0.00019033","0","1978457","0 CZ-3C R/B","1 36591U 10024B   16010.00647144  .00019033  00000-0  71956-3 0  9992","2 36591  20.7309   6.2243 6042182 181.8707 174.0792  4.04741532 63929","2010-024B","36591","16632.211","355.782","20303.561","204.591"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","38077","LARES","PAYLOAD","U","12006A","2016-01-10 00:09:54","748224","12.54930516","0.0007255","69.492","322.0839","27.6965","332.4439","0","999","17900","0.0001","-2.2e-07","0","1978380","0 LARES","1 38077U 12006A   16010.00688366 -.00000022  00000-0  10000-3 0  9998","2 38077  69.4920 322.0839 0007255  27.6965 332.4439 12.54930516179009","2012-006A","38077","7822.076","114.747","1449.616","1438.266"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","25112","ORBCOMM FM 8","PAYLOAD","U","97084A","2016-01-10 00:10:10","864416","14.38159801","0.0008056","45.0152","193.5401","187.8401","172.2323","0","999","94485","0.0002136","5.12e-06","0","1978364","0 ORBCOMM FM 8","1 25112U 97084A   16010.00707019  .00000512  00000-0  21360-3 0  9994","2 25112  45.0152 193.5401 0008056 187.8401 172.2323 14.38159801944851","1997-084A","25112","7142.721","100.127","770.341","758.832"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","28627","BLOCK DM-SL R/B","ROCKET BODY","U","05008B","2016-01-10 00:11:25","497600","2.13874434","0.6543253","0.8955","323.6909","78.5747","1.5101","0","999","8488","0","-1.7e-07","0","1978412","0 BLOCK DM-SL R/B","1 28627U 05008B   16010.00793400 -.00000017  00000-0  00000+0 0  9997","2 28627   0.8955 323.6909 6543253  78.5747   1.5101  2.13874434 84884","2005-008B","28627","25446.570","673.292","35718.770","2418.100"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","21223","ARIANE 44P R/B","ROCKET BODY","U","91026B","2016-01-10 00:12:30","972384","2.30730451","0.7185006","4.1492","330.7212","173.6927","206.9742","0","999","18457","-0.00018814","-1.81e-06","0","1978380","0 ARIANE 44P R/B","1 21223U 91026B   16010.00869181 -.00000181  00000-0 -18814-3 0  9996","2 21223   4.1492 330.7212 7185006 173.6927 206.9742  2.30730451184572","1991-026B","21223","24191.635","624.104","35195.205","431.795"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","22210","EKRAN 20","PAYLOAD","U","92074A","2016-01-10 00:12:31","275648","1.00317272","0.0005065","14.6667","18.1583","154.4823","28.6263","0","999","8495","0","-2.43e-06","0","1978410","0 EKRAN 20","1 22210U 92074A   16010.00869532 -.00000243  00000-0  00000+0 0  9999","2 22210  14.6667  18.1583 0005065 154.4823  28.6263  1.00317272 84954","1992-074A","22210","42151.985","1435.445","35795.200","35752.500"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","28118","ATLAS 3B CENTAUR R/B","ROCKET BODY","U","03057B","2016-01-10 00:12:45","939456","8.62778325","0.3420504","28.1571","355.677","283.102","41.5337","0","999","24230","0.0015008","0.00078314","0","1978424","0 ATLAS 3B CENTAUR R/B","1 28118U 03057B   16010.00886504  .00078314  00000-0  15008-2 0  9993","2 28118  28.1571 355.6770 3420504 283.1020  41.5337  8.62778325242305","2003-057B","28118","10041.587","166.902","7098.180","228.723"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39161","ESTCUBE 1","PAYLOAD","U","13021C","2016-01-10 00:14:23","437536","14.71490929","0.0010281","98.0603","96.0369","23.2406","336.9265","0","999","14365","9.1372e-05","5.17e-06","0","1978355","0 ESTCUBE 1","1 39161U 13021C   16010.00999349  .00000517  00000-0  91372-4 0  9997","2 39161  98.0603  96.0369 0010281  23.2406 336.9265 14.71490929143659","2013-021C","39161","7034.449","97.859","663.546","649.082"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","12322","COSMOS 1252","PAYLOAD","U","81022C","2016-01-10 00:15:22","478976","12.54754914","0.0035308","74.0269","204.3681","248.565","280.7267","0","999","59632","3.2503e-05","-1.1e-07","0","1978415","0 COSMOS 1252","1 12322U 81022C   16010.01067684 -.00000011  00000-0  32503-4 0  9993","2 12322  74.0269 204.3681 0035308 248.5650 280.7267 12.54754914596322","1981-022C","12322","7822.806","114.763","1472.291","1417.050"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","29162","EUTE 113 WEST A(SATMEX 6","PAYLOAD","U","06020A","2016-01-10 00:16:01","246656","1.00271304","0.0003084","0.0087","84.1176","199.016","76.827","0","999","3525","0","-3.3e-07","0","1978432","0 EUTE 113 WEST A(SATMEX 6","1 29162U 06020A   16010.01112554 -.00000033  00000-0  00000+0 0  9991","2 29162   0.0087  84.1176 0003084 199.0160  76.8270  1.00271304 35258","2006-020A","29162","42164.866","1436.103","35799.735","35773.728"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","31135","AGILE","PAYLOAD","U","07013A","2016-01-10 00:16:02","645472","15.27012978","0.00134","2.4664","223.6005","137.4755","222.6338","0","999","48336","0.00013818","4.885e-05","0","1978377","0 AGILE","1 31135U 07013A   16010.01114173  .00004885  00000-0  13818-3 0  9999","2 31135   2.4664 223.6005 0013400 137.4755 222.6338 15.27012978483367","2007-013A","31135","6862.884","94.301","493.945","475.553"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","29162","EUTE 113 WEST A(SATMEX 6","PAYLOAD","U","06020A","2016-01-10 00:16:02","534016","1.00271604","0.0002902","0.0091","86.44","203.4921","70.0316","0","999","3526","0","-3.2e-07","0","1979034","0 EUTE 113 WEST A(SATMEX 6","1 29162U 06020A   16010.01114044 -.00000032 +00000-0 +00000-0 0  9997","2 29162 000.0091 086.4400 0002902 203.4921 070.0316 01.00271604035262","2006-020A","29162","42164.782","1436.099","35798.883","35774.411"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","29162","EUTE 113 WEST A(SATMEX 6","PAYLOAD","U","06020A","2016-01-10 00:16:03","67104","1.00271603","0.0002909","0.0089","86.0005","206.7522","67.2116","0","999","3525","0","-3.3e-07","0","1978564","0 EUTE 113 WEST A(SATMEX 6","1 29162U 06020A   16010.01114661 -.00000033  00000-0  00000+0 0  9992","2 29162   0.0089  86.0005 0002909 206.7522  67.2116  1.00271603 35250","2006-020A","29162","42164.782","1436.099","35798.913","35774.382"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","24880","SUPERBIRD C","PAYLOAD","U","97036A","2016-01-10 00:16:18","454080","0.99071157","0.0010482","5.7956","57.8301","234.8403","125.0195","0","999","6752","0","-1.94e-06","0","1978446","0 SUPERBIRD C","1 24880U 97036A   16010.01132470 -.00000194  00000-0  00000+0 0  9997","2 24880   5.7956  57.8301 0010482 234.8403 125.0195  0.99071157 67521","1997-036A","24880","42504.706","1453.500","36171.124","36082.017"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","24880","SUPERBIRD C","PAYLOAD","U","97036A","2016-01-10 00:16:18","467040","0.99071157","0.0010481","5.7956","57.8302","234.9093","124.9504","0","999","2711","0","-1.93e-06","0","1979034","0 SUPERBIRD C","1 24880U 97036A   16010.01132485 -.00000193 +00000-0 +00000-0 0  9993","2 24880 005.7956 057.8302 0010481 234.9093 124.9504 00.99071157027110","1997-036A","24880","42504.706","1453.500","36171.120","36082.021"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39762","COSMOS 2497","PAYLOAD","U","14028B","2016-01-10 00:16:19","324128","12.42884302","0.0021852","82.4516","336.1995","92.3732","267.9856","0","999","7413","0","1e-07","0","1978413","0 COSMOS 2497","1 39762U 14028B   16010.01133477  .00000010  00000-0  00000+0 0  9996","2 39762  82.4516 336.1995 0021852  92.3732 267.9856 12.42884302 74137","2014-028B","39762","7872.536","115.859","1511.604","1477.198"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","28645","BLOCK DM-SL R/B","ROCKET BODY","U","05015B","2016-01-10 00:16:48","925632","2.84785969","0.6847876","0.4767","20.0596","316.4063","3.1332","0","999","10187","0.00091052","4.468e-05","0","1978421","0 BLOCK DM-SL R/B","1 28645U 05015B   16010.01167738  .00004468  00000-0  91052-3 0  9999","2 28645   0.4767  20.0596 6847876 316.4063   3.1332  2.84785969101879","2005-015B","28645","21024.359","505.642","29043.445","249.003"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","23448","RADUGA 32","PAYLOAD","U","94087A","2016-01-10 00:17:19","924224","1.00272272","0.0009782","14.1478","24.7241","183.0815","345.7435","0","999","9466","0","-1.53e-06","0","1979034","0 RADUGA 32","1 23448U 94087A   16010.01203616 -.00000153 +00000-0 +00000-0 0  9996","2 23448 014.1478 024.7241 0009782 183.0815 345.7435 01.00272272094669","1994-087A","23448","42164.595","1436.089","35827.705","35745.215"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39074","GLOBALSTAR M094","PAYLOAD","U","13005C","2016-01-10 00:18:03","720384","12.62264804","9.47e-05","51.9946","234.7931","79.5373","280.56","0","999","13718","3.9049e-05","-9.7e-07","0","1978367","0 GLOBALSTAR M094","1 39074U 13005C   16010.01254306 -.00000097  00000-0  39049-4 0  9997","2 39074  51.9946 234.7931 0000947  79.5373 280.5600 12.62264804137188","2013-005C","39074","7791.747","114.080","1414.350","1412.874"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","25629","SL-12 R/B(2)","ROCKET BODY","U","99005D","2016-01-10 00:18:26","642304","1.89590511","0.5334674","17.5336","254.1853","206.4485","343.5496","0","999","11700","0","-1.2e-07","0","1979034","0 SL-12 R/B(2)","1 25629U 99005D   16010.01280836 -.00000012 +00000-0 +00000-0 0  9997","2 25629 017.5336 254.1853 5334674 206.4485 343.5496 01.89590511117002","1999-005D","25629","27575.545","759.531","35908.064","6486.755"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","15266","SL-12 R/B(AUX MOTOR)","ROCKET BODY","U","84095H","2016-01-10 00:18:30","271968","4.74770214","0.5535168","51.9968","291.174","245.6058","48.4558","0","999","51151","0.00034281","1.722e-05","0","1978364","0 SL-12 R/B(AUX MOTOR)","1 15266U 84095H   16010.01285037  .00001722  00000-0  34281-3 0  9993","2 15266  51.9968 291.1740 5535168 245.6058  48.4558  4.74770214511510","1984-095H","15266","14953.615","303.304","16852.557","298.402"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","38358","NUSTAR","PAYLOAD","U","12031A","2016-01-10 00:18:55","3104","14.8710548","0.0012512","6.0254","152.058","306.3862","53.5113","0","999","19426","9.3611e-05","1.565e-05","0","1978402","0 NUSTAR","1 38358U 12031A   16010.01313661  .00001565  00000-0  93611-4 0  9994","2 38358   6.0254 152.0580 0012512 306.3862  53.5113 14.87105480194264","2012-031A","38358","6985.121","96.832","615.726","598.247"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","39057","COSMOS 2482","PAYLOAD","U","13001A","2016-01-10 00:19:09","851808","12.42874748","0.002771","82.4994","71.1413","59.1487","301.2311","0","999","13532","0.00024515","4.4e-07","0","1978428","0 COSMOS 2482","1 39057U 13001A   16010.01330847  .00000044  00000-0  24515-3 0  9991","2 39057  82.4994  71.1413 0027710  59.1487 301.2311 12.42874748135322","2013-001A","39057","7872.577","115.860","1516.257","1472.627"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","27060","GONETS D1 9","PAYLOAD","U","01058F","2016-01-10 00:19:57","65952","12.62988846","0.0007358","82.5398","123.4277","314.3506","45.6984","0","999","64704","-3.1879e-05","5e-08","0","1978381","0 GONETS D1 9","1 27060U 01058F   16010.01385493  .00000005  00000-0 -31879-4 0  9998","2 27060  82.5398 123.4277 0007358 314.3506  45.6984 12.62988846647044","2001-058F","27060","7788.769","114.015","1416.365","1404.903"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","28421","SL-8 R/B","ROCKET BODY","U","04037C","2016-01-10 00:20:09","551616","12.44357177","0.0021207","82.48","198.1915","6.9315","162.7768","0","999","51308","-0.00058052","-7.2e-07","0","1978357","0 SL-8 R/B","1 28421U 04037C   16010.01399944 -.00000072  00000-0 -58052-3 0  9992","2 28421  82.4800 198.1915 0021207   6.9315 162.7768 12.44357177513086","2004-037C","28421","7866.323","115.722","1504.870","1471.506"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40934","LEMUR 2 JEROEN","PAYLOAD","U","15052E","2016-01-10 00:22:38","897472","14.76242971","0.0011583","6.0105","10.2119","23.9501","336.104","0","999","1533","0.00018977","1.984e-05","0","1978372","0 LEMUR 2 JEROEN","1 40934U 15052E   16010.01572798  .00001984  00000-0  18977-3 0  9997","2 40934   6.0105  10.2119 0011583  23.9501 336.1040 14.76242971 15338","2015-052E","40934","7019.345","97.544","649.340","633.079"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","40741","FLOCK 1E 14","PAYLOAD","U","98067GT","2016-01-10 00:22:55","415424","15.68512794","0.0004637","51.6377","123.1546","236.3172","277.1614","0","999","2773","0.00039182","0.00044935","0","1978403","0 FLOCK 1E 14","1 40741U 98067GT  16010.01591916  .00044935  00000-0  39182-3 0  9997","2 40741  51.6377 123.1546 0004637 236.3172 277.1614 15.68512794 27738","1998-067GT","40741","6741.291","91.806","366.282","360.030"
"GENERATED VIA SPACETRACK.ORG API","JSPOC","25415","ORBCOMM FM 19","PAYLOAD","U","98046C","2016-01-10 00:23:04","464960","14.32158933","0.0002543","44.9943","202.1168","17.6275","117.9533","0","999","90987","0.00013882","2.37e-06","0","1978377","0 ORBCOMM FM 19","1 25415U 98046C   16010.01602390  .00000237  00000-0  13882-3 0  9990","2 25415  44.9943 202.1168 0002543  17.6275 117.9533 14.32158933909875","1998-046C","25415","7162.660","100.547","786.346","782.703"
